,OR,p,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std,exp_error_5,poly_error_5,exp_error_10,poly_error_10,exp_error_15,poly_error_15
16,0.3,0.44,0.74,0.019616319736382767,0.5509232,0.014604932242346075,0.7443832432432431,0.0006880306962045434,4.596591714845269e-08,1.7296506998472215e-06,1.8013072330510942e-06,0.000404816370409162,0.0003084907215126783,0.006072823348430021
15,0.3,0.46,0.734,0.019760769215797242,0.5451512000000001,0.014678190352939288,0.7426043596730245,0.0007257120316953079,3.518094826890791e-08,2.0622091553782966e-06,9.302533068370607e-07,0.0003938574799828824,0.000123325363113042,0.005190473231223441
12,0.3,0.48,0.704,0.020414896521902825,0.5235772,0.015182002136751265,0.7435880681818182,0.0007007641718678046,9.609993544020612e-08,2.4196550750593847e-06,5.955065923792215e-06,0.00045903252396214,0.00037715924376297244,0.006421018379470233
13,0.3,0.5,0.724,0.01999119806314769,0.538548,0.014869918736563424,0.743732044198895,0.0006758135184493646,6.91527745938085e-08,2.1691488427168262e-06,1.8203946069188204e-06,0.0004123976810812519,0.0001856711272753715,0.005561309835469435
4,0.3,0.52,0.722,0.020035768016225385,0.5385663999999999,0.01494554741393168,0.7458216066481994,0.0006953287750978794,3.2959540834884474e-08,1.6892664184283041e-06,1.272939343956255e-06,0.0004020340671923002,0.0001426080997196644,0.005267232367963232
10,0.3,0.54,0.726,0.01994612744369192,0.5416312000000001,0.014880078160181819,0.7459289256198347,0.0006721020500517933,3.2679046655153554e-08,1.4654268527524126e-06,1.284565138931563e-07,0.00035985249331946907,6.6770464785536e-05,0.004744271545124333
7,0.3,0.56,0.688,0.020719845559269985,0.5150048,0.015507555669218796,0.7484087209302326,0.000689432015624363,3.2679046655153554e-08,1.4654268527524126e-06,3.593739718176749e-06,0.0004340400929107557,0.00035569439827235616,0.006333880903787786
8,0.3,0.58,0.704,0.020414896521902825,0.5274792,0.015295125443575804,0.7491397727272727,0.000674013588909806,1.575439422459393e-08,1.433719101981646e-06,2.067698069496464e-07,0.0003689856198462968,9.445615061540129e-05,0.004940399258476851
5,0.3,0.6,0.718,0.020123419192572618,0.5397520000000001,0.015126814639969646,0.7516306406685238,0.000651300558455432,1.575439422459393e-08,1.433719101981646e-06,2.2891109224729436e-06,0.0004186603162085687,0.0002597210361297667,0.005891725804064624
2,0.3,0.62,0.7,0.020493901531919198,0.5276324,0.015446558720326025,0.7536262857142856,0.0007205059343263017,3.216686143135819e-08,2.0956789990475616e-06,1.3715384342574508e-06,0.000405282195346712,0.0002586770193726975,0.005880389408271623
9,0.3,0.64,0.728,0.019900552756142227,0.552592,0.015105329142789309,0.7589461538461538,0.0006613544374088627,5.210560069946754e-08,2.093916906149063e-06,9.292901601634668e-07,0.0003942575237534758,0.00011727017745714014,0.005131535420244645
0,0.3,0.66,0.696,0.020571047615520217,0.5290236,0.015633627182649584,0.7599545977011495,0.000672389494131137,4.214056671152961e-08,1.2365462029724212e-06,1.723216939231914e-06,0.00031600115607509794,7.911192994423735e-06,0.0038284122644010737
1,0.3,0.68,0.694,0.020608930103234373,0.5317512000000001,0.015788842654137762,0.7660806916426512,0.0006715707870316061,5.182510651973663e-08,1.8700773404731713e-06,1.7409877808480692e-06,0.0004082962442203842,0.00026950929015991744,0.005916967535867951
75,0.3,0.7,0.71,0.020292855885754475,0.5481428,0.015664065444715176,0.7719030985915493,0.0006284280814328879,3.2679046655153554e-08,1.4654268527524126e-06,3.6545362938636245e-07,0.00034071693470532407,6.817192921597337e-06,0.003918481175807202
60,0.6,0.0,0.728,0.019900552756142227,0.6402228,0.01749612867123239,0.8793236263736264,0.00041462585518218023,1.6034888404324846e-08,1.6575586676575376e-06,3.671187466030368e-07,0.0003710839675072878,4.332870976796161e-05,0.004554770163782466
67,0.6,0.02,0.724,0.01999119806314769,0.6364256,0.017567461803267993,0.8789215469613259,0.00045021838029143425,6.91527745938085e-08,2.1691488427168262e-06,2.5548237165110443e-06,0.00042103983845010297,0.0002115567749244,0.005667451993248273
74,0.6,0.04,0.76,0.019099738218101316,0.667688,0.016775616691853682,0.8784494736842104,0.0003993383542244438,5.210560069946754e-08,2.093916906149063e-06,1.7709601469117154e-07,0.0003708032052975475,2.8457022169334763e-05,0.004411455673935236
64,0.6,0.06,0.738,0.01966499427917537,0.6481024,0.01726331775727018,0.8780693766937671,0.0004085051375640425,6.91527745938085e-08,2.1691488427168262e-06,1.7789284489913728e-06,0.00041176897014659437,0.0001514449275160286,0.005361805059898956
69,0.6,0.08,0.708,0.0203340109176719,0.6223124,0.017865824658617916,0.8788378531073447,0.0003918608875865214,5.210560069946754e-08,2.093916906149063e-06,1.0487494775329902e-06,0.000395308713961795,4.2579065421198576e-05,0.004610989341530474
70,0.6,0.1,0.714,0.020209106858047932,0.6270028000000001,0.017739894254034324,0.8780246498599439,0.00040739447149654195,5.0006714729225435e-08,1.7644983549960677e-06,1.1180313218870092e-06,0.0003986738176544322,0.00010665475070678014,0.0051129740833570445
65,0.6,0.12,0.706,0.020374690181693564,0.6192508,0.017865135238187255,0.8770039660056655,0.0004156821476263177,6.91527745938085e-08,2.1691488427168262e-06,1.5567282765574679e-06,0.00040887380978232597,0.00012433880781728376,0.005210270465020168
66,0.6,0.14,0.72,0.020079840636817812,0.6315256,0.017607255517237203,0.87701,0.0004247784825756353,3.2959540834884474e-08,1.6892664184283041e-06,4.1184837266552543e-07,0.0003821572330539627,9.346863752134612e-05,0.0049806217305202955
63,0.6,0.16,0.696,0.020571047615520217,0.6105592000000001,0.018038981830212037,0.8771063218390804,0.00041311992348240913,2.919923743384264e-08,1.87825832895535e-06,8.165388249621824e-07,0.0003940974410479524,7.459835147289924e-05,0.004815921280962537
61,0.6,0.18,0.722,0.020035768016225385,0.6330820000000001,0.01756256805344822,0.8767290858725761,0.00042270219771448444,1.6034888404324846e-08,1.6575586676575376e-06,3.170689429220649e-07,0.00038172790873536923,3.166513596574776e-05,0.004489720078625706
76,0.6,0.2,0.744,0.01951737687293044,0.6530191999999999,0.017124825419919467,0.8776037634408602,0.00039743107479037545,4.9726220549494515e-08,1.540658789320176e-06,6.499697830865536e-07,0.000390328418795868,2.9986445562680664e-05,0.004483972067322152
78,0.6,0.22,0.74,0.019616319736382767,0.6492236,0.01720394502682684,0.8772162162162164,0.0003961338240972158,5.0006714729225435e-08,1.7644983549960677e-06,7.552184683703353e-07,0.0003926652885908545,0.00010453443097327939,0.005047537010264546
62,0.6,0.24,0.702,0.020454632727086548,0.6156731999999999,0.017932575551869844,0.8768917378917379,0.0004358393909539071,9.609993544020612e-08,2.4196550750593847e-06,5.961787625056245e-06,0.0004589482554320791,0.0002621266466986084,0.0059237619884675696
68,0.6,0.26,0.706,0.020374690181693564,0.6195228,0.017872598318104727,0.8773830028328612,0.00041961529163030695,3.2959540834884474e-08,1.6892664184283041e-06,5.033689892012614e-07,0.00038549799781340926,8.103871435381413e-05,0.004907263304919668
72,0.6,0.28,0.724,0.01999119806314769,0.6353951999999999,0.017539613312553954,0.8775132596685081,0.0004128690907123969,4.62464113281836e-08,1.9534902655231133e-06,5.739627204966124e-07,0.000386270898201649,3.140688699040564e-05,0.004434553087698096
73,0.6,0.3,0.716,0.020166506886419373,0.62905,0.017712219744571826,0.8784536312849162,0.00040380213545296344,3.2679046655153554e-08,1.4654268527524126e-06,5.028080008417995e-07,0.0003850503186820575,5.23418948109782e-05,0.0046874845316632364
77,0.6,0.32,0.694,0.020608930103234373,0.609626,0.018095614578344667,0.8782749279538904,0.000411783715976833,5.182510651973663e-08,1.8700773404731713e-06,7.966164797696393e-07,0.00039296078549499926,4.857039643779933e-05,0.004598804935092749
71,0.6,0.34,0.708,0.0203340109176719,0.6222312000000001,0.017864542176420865,0.8787327683615819,0.00042509121734890184,3.518094826890791e-08,2.0622091553782966e-06,3.006902707575419e-06,0.0004289992765331568,0.00014130307640293916,0.005337543830489404
79,0.6,0.36,0.724,0.01999119806314769,0.6371136,0.017586953776879043,0.8798867403314917,0.00040454701261097677,4.9726220549494515e-08,1.540658789320176e-06,8.949914959657384e-07,0.0003298631171382232,2.034249683691616e-05,0.004138854109991907
120,0.6,0.38,0.718,0.020123419192572618,0.6320652,0.017708409671619865,0.8801883008356547,0.0004087966602240127,5.0006714729225435e-08,1.7644983549960677e-06,7.1043562304472e-07,0.000392153957488695,0.0001412559796636583,0.005254083516992131
121,0.6,0.4,0.724,0.01999119806314769,0.6379336000000001,0.017609615168483382,0.8810187845303868,0.0004096821270987246,6.91527745938085e-08,2.1691488427168262e-06,2.642982166498513e-07,0.0003710940131057856,5.940946228952855e-05,0.004655753637505745
