,type,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
0,baseline,100,0.62,0.048538644398046386,0.48239800000000005,0.03775475424314135,0.7778935483870967,0.001411161968297292
