,target,day,strength,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
62,w2,10,2.0,100,0.66,0.04737087712930804,0.478274,0.03432128618277584,0.724512121212121,0.0014790867109131828
24,w2,10,2.5,100,0.58,0.04935585071701227,0.409204,0.03481818088068358,0.7053275862068965,0.002010541176167967
29,w2,10,3.0,100,0.61,0.048774993593028795,0.42141599999999996,0.0337010890838857,0.6906819672131148,0.0021524253155524396
84,w2,10,3.5,100,0.57,0.04950757517794625,0.38128999999999996,0.03312031828047551,0.6687368421052632,0.0022771100349542406
6,w2,10,4.0,100,0.63,0.048280430818293245,0.41554800000000003,0.031845094017132376,0.6594,0.0020190326444488108
55,w2,10,4.5,100,0.69,0.04624932431938871,0.442994,0.029708025912874116,0.6418927536231884,0.0020607312769198257
87,w2,10,5.0,100,0.61,0.048774993593028795,0.384212,0.030727532516620987,0.6296655737704918,0.002229183782142121
39,w2,15,0.0,100,0.67,0.04702127178203499,0.623142,0.043714051772399225,0.929913432835821,0.0007097855170135001
98,w2,15,0.5,100,0.68,0.0466476151587624,0.5682300000000001,0.038967348216166826,0.8354852941176469,0.0011988122450579473
51,w2,15,1.0,100,0.62,0.048538644398046386,0.48239800000000005,0.03775475424314135,0.7778935483870967,0.001411161968297292
10,w2,15,1.5,100,0.62,0.048538644398046386,0.46214799999999995,0.03617685089888284,0.7452290322580645,0.0018395461977952507
4,w2,15,2.0,100,0.69,0.04624932431938871,0.501332,0.033606126253408024,0.7264376811594203,0.0017740043329845367
56,w2,15,2.5,100,0.62,0.048538644398046386,0.436418,0.03416701111832874,0.7037354838709678,0.001962493127534502
92,w2,15,3.0,100,0.75,0.04330127018922193,0.517386,0.029882958789919045,0.6897226666666667,0.0018820504877708562
45,w2,15,3.5,100,0.68,0.0466476151587624,0.45759399999999995,0.031401622818574206,0.6728,0.0020256657669289768
67,w2,15,4.0,100,0.69,0.04624932431938871,0.456546,0.03061623541260421,0.6615275362318842,0.0021136416759846084
18,w2,15,4.5,100,0.66,0.04737087712930804,0.42513799999999996,0.030519151324373356,0.643921212121212,0.002274055687679639
28,w2,15,5.0,100,0.62,0.048538644398046386,0.39244,0.03072622150541781,0.6327774193548388,0.0020822079893966835
32,w3,5,0.0,100,0.69,0.04624932431938871,0.560418,0.03755992706009957,0.812086956521739,0.001437035141561347
81,w3,5,0.5,100,0.63,0.048280430818293245,0.501998,0.03845662153595918,0.796657142857143,0.0011844582588774496
73,w3,5,1.0,100,0.62,0.048538644398046386,0.48239800000000005,0.03775475424314135,0.7778935483870967,0.001411161968297292
13,w3,5,1.5,100,0.7,0.045825756949558406,0.5343840000000001,0.034978955922668704,0.763277142857143,0.0014606416977124166
21,w3,5,2.0,100,0.66,0.04737087712930804,0.49191399999999996,0.03529885576105832,0.7451515151515151,0.001622891006119067
66,w3,5,2.5,100,0.64,0.048,0.46584999999999993,0.03493438390754874,0.7277093750000001,0.0018372870289394049
86,w3,5,3.0,100,0.61,0.048774993593028795,0.43161800000000006,0.034514264888014054,0.7073868852459018,0.0021736338450854906
25,w3,5,3.5,100,0.64,0.048,0.443646,0.03326943508447356,0.6930343750000001,0.0016930438719921688
59,w3,5,4.0,100,0.68,0.0466476151587624,0.45734400000000003,0.031364313233992545,0.6723794117647058,0.0015519891227473185
3,w3,5,4.5,100,0.63,0.048280430818293245,0.4150680000000001,0.0318039446886703,0.658568253968254,0.00219759233492719
48,w3,5,5.0,100,0.61,0.048774993593028795,0.388148,0.03104838644696371,0.6361049180327869,0.0025134333272887224
2,w3,10,0.0,100,0.69,0.04624932431938871,0.5594520000000002,0.03748763941567941,0.8106579710144929,0.0012469233816688884
60,w3,10,0.5,100,0.68,0.0466476151587624,0.542344,0.037182343667929274,0.7973529411764706,0.0011835530757710478
88,w3,10,1.0,100,0.62,0.048538644398046386,0.48239800000000005,0.03775475424314135,0.7778935483870967,0.001411161968297292
47,w3,10,1.5,100,0.69,0.04624932431938871,0.527668,0.03536692129320843,0.7646260869565219,0.00148366680218121
41,w3,10,2.0,100,0.71,0.04537620521815371,0.5300819999999999,0.03386781281334831,0.7464338028169014,0.0014342592367734901
97,w3,10,2.5,100,0.68,0.0466476151587624,0.49546000000000007,0.033989682258002946,0.7284970588235294,0.0016703991848657995
53,w3,10,3.0,100,0.6,0.04898979485566356,0.42615,0.03477714299651424,0.7099733333333333,0.0017587588216104548
7,w3,10,3.5,100,0.76,0.04270831300812525,0.527688,0.029659794378248817,0.6942105263157895,0.0016613243337956387
80,w3,10,4.0,100,0.67,0.04702127178203499,0.45236000000000004,0.031758085206762696,0.675002985074627,0.0021918599993719385
33,w3,10,4.5,100,0.62,0.048538644398046386,0.40434400000000004,0.031655523256455584,0.6519806451612904,0.001991128658213003
14,w3,10,5.0,100,0.65,0.047696960070847276,0.41139600000000004,0.030209834157770545,0.6327753846153846,0.0024178801716279045
63,w3,15,0.0,100,0.71,0.04537620521815371,0.574338,0.036698900658739084,0.8088112676056336,0.0012621848872209494
23,w3,15,0.5,100,0.65,0.047696960070847276,0.5158080000000002,0.037843854023606,0.7934123076923077,0.001511949261370126
31,w3,15,1.0,100,0.62,0.048538644398046386,0.48239800000000005,0.03775475424314135,0.7778935483870967,0.001411161968297292
82,w3,15,1.5,100,0.65,0.047696960070847276,0.49511000000000005,0.03632351914393758,0.7615446153846154,0.0015842091051526091
76,w3,15,2.0,100,0.63,0.048280430818293245,0.4709399999999999,0.03608027965523549,0.7473333333333332,0.0016155205902512752
37,w3,15,2.5,100,0.67,0.04702127178203499,0.48611999999999994,0.0341091975865748,0.7253582089552238,0.0017623448671720142
15,w3,15,3.0,100,0.64,0.048,0.456128,0.03420898098686952,0.71255,0.0017989146033094503
71,w3,15,3.5,100,0.56,0.04963869458396342,0.386954,0.034296569957358705,0.6907571428571428,0.0022401582617977843
43,w3,15,4.0,100,0.67,0.04702127178203499,0.45407000000000003,0.03187838444777276,0.6775880597014927,0.00204940050391116
94,w3,15,4.5,100,0.7,0.045825756949558406,0.4610159999999999,0.03019138654384724,0.6584742857142856,0.0018942886077485818
50,w3,15,5.0,100,0.66,0.04737087712930804,0.42187600000000003,0.030285064540793043,0.6389818181818182,0.002253256911318898
