,target,day,strength,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
51,w2,15,1.0,100,0.7,0.045825756949558406,0.5320280000000001,0.03483051891890214,0.75992,0.0016622011469919116
10,w2,15,1.5,100,0.69,0.04624932431938871,0.50117,0.03359871585343702,0.7262028985507247,0.001905988276094453
4,w2,15,2.0,100,0.68,0.0466476151587624,0.478454,0.03284426827986886,0.7034852941176472,0.002400873241425341
56,w2,15,2.5,100,0.69,0.04624932431938871,0.47068400000000005,0.03157518990346693,0.6820434782608695,0.002364531264380891
92,w2,15,3.0,100,0.71,0.04537620521815371,0.47083200000000003,0.03010077895603368,0.6630140845070424,0.0018957153118130275
45,w2,15,3.5,100,0.72,0.0448998886412873,0.4659480000000001,0.02907160864073401,0.6470222222222222,0.001984467290040341
67,w2,15,4.0,100,0.7,0.045825756949558406,0.4398320000000001,0.02880011287755658,0.6282142857142858,0.0016877291659532724
18,w2,15,4.5,100,0.7,0.045825756949558406,0.4285699999999999,0.028091622007281814,0.6121371428571429,0.0024236472527640867
28,w2,15,5.0,100,0.67,0.04702127178203499,0.3988279999999999,0.028012319435562632,0.5951223880597013,0.002304492905462672
32,w3,5,0.0,100,0.64,0.048,0.48760800000000004,0.036563516014737965,0.7617281250000001,0.0015900469675864475
81,w3,5,0.5,100,0.6,0.04898979485566356,0.45776399999999995,0.03736958275175146,0.76276,0.0017851286912837529
73,w3,5,1.0,100,0.7,0.045825756949558406,0.5320280000000001,0.03483051891890214,0.75992,0.0016622011469919116
13,w3,5,1.5,100,0.63,0.048280430818293245,0.4771260000000001,0.03656145792005565,0.757215873015873,0.001558618956931442
21,w3,5,2.0,100,0.7,0.045825756949558406,0.527872,0.0345506247144679,0.7539742857142857,0.0013501438860801223
66,w3,5,2.5,100,0.69,0.04624932431938871,0.5182439999999999,0.034740254297284584,0.7509333333333333,0.0019102292284917082
86,w3,5,3.0,100,0.69,0.04624932431938871,0.5166280000000001,0.034638572143782145,0.7486347826086956,0.0019131267286310075
25,w3,5,3.5,100,0.68,0.0466476151587624,0.5072260000000001,0.03479684177105733,0.7457970588235294,0.0017099165920240727
59,w3,5,4.0,100,0.65,0.047696960070847276,0.484416,0.035535125234618214,0.7450707692307692,0.0015268883515941677
3,w3,5,4.5,100,0.67,0.04702127178203499,0.49605600000000005,0.03481033020010008,0.7402477611940299,0.001563319175448805
48,w3,5,5.0,100,0.65,0.047696960070847276,0.479522,0.03518540241577465,0.7375876923076923,0.0016812893160381233
2,w3,10,0.0,100,0.75,0.04330127018922193,0.572908,0.03308223528360803,0.7637999999999999,0.001485699535946321
60,w3,10,0.5,100,0.71,0.04537620521815371,0.5404300000000001,0.034544079941431355,0.7610647887323944,0.001713355937366113
88,w3,10,1.0,100,0.7,0.045825756949558406,0.5320280000000001,0.03483051891890214,0.75992,0.0016622011469919116
47,w3,10,1.5,100,0.72,0.0448998886412873,0.5425839999999998,0.033840944275241494,0.75345,0.0018823610649958593
41,w3,10,2.0,100,0.67,0.04702127178203499,0.5051779999999999,0.03545153569536869,0.7538597014925372,0.0016481235537397039
97,w3,10,2.5,100,0.63,0.048280430818293245,0.47247200000000006,0.03619829360840094,0.7497904761904763,0.0014579098757376305
53,w3,10,3.0,100,0.63,0.048280430818293245,0.47333200000000003,0.03626662688698799,0.751152380952381,0.0016273965518972388
7,w3,10,3.5,100,0.73,0.044395945760846225,0.5441459999999999,0.03309878437103091,0.7453068493150684,0.0016535651888016163
80,w3,10,4.0,100,0.65,0.047696960070847276,0.48457,0.03555749927933628,0.7453415384615385,0.0018494929960086181
33,w3,10,4.5,100,0.74,0.04386342439892262,0.548918,0.03254073423818214,0.7416945945945946,0.0014731798663177814
14,w3,10,5.0,100,0.75,0.04330127018922193,0.556212,0.032116929594218684,0.7415226666666667,0.0015177897068019911
63,w3,15,0.0,100,0.7,0.045825756949558406,0.5333399999999999,0.03491796700840415,0.7618057142857142,0.0016562262067161633
23,w3,15,0.5,100,0.78,0.04142463035441595,0.5935380000000001,0.03153154391335762,0.7608692307692309,0.0015806889655546167
31,w3,15,1.0,100,0.7,0.045825756949558406,0.5320280000000001,0.03483051891890214,0.75992,0.0016622011469919116
82,w3,15,1.5,100,0.68,0.0466476151587624,0.515092,0.03533249500615545,0.7573294117647059,0.0017751395710314064
76,w3,15,2.0,100,0.62,0.048538644398046386,0.46640600000000004,0.03650554099914149,0.7521161290322581,0.0014354262285425406
37,w3,15,2.5,100,0.7,0.045825756949558406,0.526796,0.03448509382095401,0.7524457142857143,0.0015251479496172088
15,w3,15,3.0,100,0.73,0.044395945760846225,0.5478219999999999,0.03331186586128133,0.7503068493150685,0.0014744669038860689
71,w3,15,3.5,100,0.68,0.0466476151587624,0.50749,0.034808815708093264,0.74615,0.0016659596972324292
43,w3,15,4.0,100,0.63,0.048280430818293245,0.46776599999999996,0.035837377142307725,0.7422920634920634,0.0016518667171517105
94,w3,15,4.5,100,0.75,0.04330127018922193,0.5559919999999999,0.03211053010088746,0.741248,0.0016289419715467659
50,w3,15,5.0,100,0.7,0.045825756949558406,0.5167500000000002,0.03382801778112339,0.7380971428571428,0.0015174992471215852
