,type,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
0,baseline,100,0.66,0.04737087712930804,0.4702,0.03374587097705437,0.7122818181818181,0.0016488578971433634
