,target,day,strength,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
186,w1,15,3.3,100,0.77,0.042083250825001625,0.20119,0.013081820171520476,0.26119220779220775,0.00923844471431909
372,w1,15,3.4,100,0.6,0.04898979485566356,0.14707999999999996,0.013695679318675652,0.2448933333333333,0.011062875321107545
248,w1,15,3.5,100,0.72,0.0448998886412873,0.15886199999999998,0.012104328381203146,0.22051388888888887,0.009699948951746872
446,w1,15,3.6,100,0.77,0.042083250825001625,0.18689399999999995,0.011881414210438082,0.24260519480519474,0.007927407169823836
334,w1,15,3.7,100,0.69,0.04624932431938871,0.156002,0.012149709295287685,0.22595072463768118,0.009017066043819277
47,w1,15,3.8,100,0.67,0.04702127178203499,0.152466,0.012262334869020664,0.22740597014925373,0.008997775493161494
165,w1,15,3.9,100,0.81,0.03923009049186606,0.171616,0.010979583482081641,0.21180740740740742,0.008875705205687654
155,w1,15,4.0,100,0.69,0.04624932431938871,0.14094599999999996,0.011636109953072805,0.2041101449275362,0.00989283518332378
32,w1,15,4.1,100,0.69,0.04624932431938871,0.149232,0.012013344819824327,0.21610434782608698,0.009698674261967485
181,w1,15,4.2,100,0.64,0.048,0.136712,0.012021335473232583,0.2134125,0.009872934787012105
72,w1,15,4.3,100,0.73,0.044395945760846225,0.125856,0.010552496986021837,0.17227397260273972,0.009982171013360694
254,w1,15,4.4,100,0.69,0.04624932431938871,0.12899,0.010920240427756158,0.18680000000000002,0.00970746231600603
366,w1,15,4.5,100,0.67,0.04702127178203499,0.12190000000000001,0.01031650425289497,0.18176119402985075,0.008661380358443356
327,w1,15,4.6,100,0.69,0.04624932431938871,0.124798,0.010734603670373674,0.1806608695652174,0.00980498893913613
452,w1,15,4.7,100,0.68,0.0466476151587624,0.122644,0.010529844283748929,0.1801705882352941,0.009364999870409296
163,w1,15,4.8,100,0.74,0.04386342439892262,0.11977999999999998,0.01008103030448773,0.16172432432432432,0.009702837989497774
48,w1,15,4.9,100,0.72,0.0448998886412873,0.12314199999999997,0.010651551734841266,0.17090833333333333,0.010280127312149999
329,w1,15,5.0,100,0.68,0.0466476151587624,0.12423799999999999,0.010522569532200774,0.1825941176470588,0.009108026205477125
361,w2,5,0.0,100,0.59,0.04918333050943175,0.564014,0.04699308095922207,0.9557457627118646,0.0005680536834379667
243,w2,5,0.1,100,0.72,0.0448998886412873,0.6469040000000001,0.04032895074062801,0.8983722222222222,0.0008202237871718455
455,w2,5,0.2,100,0.66,0.04737087712930804,0.5645600000000001,0.04050419543701615,0.8552272727272727,0.0011122895287015281
341,w2,5,0.3,100,0.79,0.0407308237088326,0.647424,0.0333782469617564,0.819453164556962,0.001137808995756893
