,type,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
0,baseline,500,0.69,0.02068332661831747,0.5242680000000001,0.01571429840724682,0.7596771014492754,0.0007131456807952783
